sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp,dataset_source,stage,original_sentence_id,task,source_sentence_id
0,20,customary,43.95504230033079,5.063303355127413,16.76826944181064,15.830811755039525,104.69225212923357,provo,pretrain,0,,
0,21,silence.,23.3820644893123,4.602058703112106,13.925099714019268,8.144319241478529,94.70609392328808,provo,pretrain,0,,
1,1,The,-0.1653197522148755,0.3691917053682276,-2.40498471369054,-0.2674494072680691,10.537046187461762,provo,pretrain,1,,
1,2,watch,24.86926770456665,5.118508982741144,10.578878270813648,9.50880034746471,93.2794998938673,provo,pretrain,1,,
1,3,doesn't,21.894861274057952,4.38450279784143,8.32114725304341,7.07686803611519,96.13268795270886,provo,pretrain,1,,
1,4,have,11.484438767277515,2.83025205117795,2.504407190102739,3.7103885232321527,61.894431246610026,provo,pretrain,1,,
1,5,a,1.5697506655818645,0.7131652312691616,-1.5685657551980867,0.1979255648725475,20.523204393407266,provo,pretrain,1,,
1,6,microphone,25.86073651473621,4.983271528113426,11.198690362690638,8.884362488200782,101.839064070392,provo,pretrain,1,,
1,7,or,2.0654850706666465,1.0486455836910604,-1.0567842920109245,0.6974758522836924,21.94979842282804,provo,pretrain,1,,
1,8,"speaker,",21.15125966643078,4.5458730939431025,15.88274565209554,7.351114393224348,91.85290586444653,provo,pretrain,1,,
1,9,but,4.29628989354817,1.6154015831574615,-0.3054803743043948,1.3404780803365497,36.21573871703589,provo,pretrain,1,,
1,10,you,8.014297931684037,2.3291548159148605,1.4099150630734751,2.583868871722226,51.908273040664525,provo,pretrain,1,,
1,11,can,12.475907577447082,2.8527916269492364,4.842342765536635,3.747517260810009,67.60080736429316,provo,pretrain,1,,
1,12,use,8.757899539311213,2.080566161393863,1.1534787222440857,2.3336718105441783,51.908273040664525,provo,pretrain,1,,
1,13,it,5.783493108802517,1.209689219274309,0.0508024566777134,1.928631036967575,26.229580511090404,provo,pretrain,1,,
1,14,to,9.99723555202317,2.499671606532418,4.341473487065617,2.8699289180607015,60.46783721718923,provo,pretrain,1,,
1,15,control,19.911923653718823,3.686429269968404,9.189211547212684,5.8638553027477585,91.85290586444653,provo,pretrain,1,,
1,16,the,4.29628989354817,0.932027778613536,0.5702224491661774,0.7367141772239254,30.509362599352755,provo,pretrain,1,,
1,17,music,16.937517223210126,4.2763781662429405,4.820518396104347,5.807740278908501,87.57312377618416,provo,pretrain,1,,
1,18,on,3.304821083378604,1.4390049032082646,0.6373323851704651,1.321069876602671,29.082768569931964,provo,pretrain,1,,
1,19,your,12.228040374904692,2.8919908891601684,3.935540215625051,4.030201967368678,61.894431246610026,provo,pretrain,1,,
1,20,phone.,8.757899539311213,2.29452880096187,3.860246141083657,2.7222578026942315,53.33486707008532,provo,pretrain,1,,
2,1,You,5.535625906260124,1.5281832247381364,0.9199579693185996,2.046767929260751,33.362550658194316,provo,pretrain,2,,
2,2,can,14.210977995243825,3.4407805601132258,4.682479259445124,5.260513317107611,66.17421333487238,provo,pretrain,2,,
2,3,glance,17.43325162829491,4.059475582009114,7.901573750707664,5.730107463972985,87.57312377618416,provo,pretrain,2,,
2,4,at,1.8176178681242572,0.6537130169159142,-0.4009619905706563,0.3274542289225657,20.523204393407266,provo,pretrain,2,,
2,5,the,8.510032336768822,2.5614104445146366,2.0520971336185623,2.8733042578405064,54.76146109950609,provo,pretrain,2,,
2,6,watch,13.71524359015904,3.393414784941682,4.579904723113367,5.2094613029380605,67.60080736429316,provo,pretrain,2,,
2,7,face,16.441782818125343,3.798473827787987,5.067133770689207,5.968490835921715,79.01355959965943,provo,pretrain,2,,
2,8,to,5.783493108802517,1.9623150537242156,4.158148783834394,2.229458194842698,37.64233274645668,provo,pretrain,2,,
2,9,view,17.6811188308373,4.1800133133077315,8.662153025422917,7.09036939523441,76.16037154081788,provo,pretrain,2,,
2,10,the,5.535625906260124,1.7088264914268514,1.7803837341865698,1.8539516443393889,36.21573871703589,provo,pretrain,2,,
2,11,artist,19.16832204609165,4.776822080469181,9.429279610967855,7.231711748513745,90.42631183502571,provo,pretrain,2,,
2,12,and,4.0484226910057775,1.1172442925601924,1.7116369704748626,0.8084401475447818,31.93595662877354,provo,pretrain,2,,
2,13,title,20.407658058803605,4.245998738029467,10.19095010415472,8.707157149761018,80.44015362908023,provo,pretrain,2,,
2,14,of,12.228040374904692,2.832538674806921,10.743652260027424,4.163105971198501,67.60080736429316,provo,pretrain,2,,
2,15,a,5.535625906260124,1.598741896717815,6.278386274181213,1.5252779332808748,39.06892677587746,provo,pretrain,2,,
2,16,song.,17.43325162829491,3.8046803776380504,18.405097149232276,7.775563370534829,60.46783721718923,provo,pretrain,2,,
3,2,days,21.894861274057952,3.691655838263195,6.025223588766668,6.890380513280962,83.29334168792181,provo,pretrain,3,,
3,3,"later,",15.202446805413386,2.80967243851721,3.125310500451344,4.334826382496082,71.88058945255551,provo,pretrain,3,,
3,4,the,7.766430729141647,1.7568455876352438,0.9516033049954178,1.8362311104954123,49.05508498182295,provo,pretrain,3,,
3,5,British,17.6811188308373,3.9457977215974087,4.553169870558814,5.649943144202616,87.57312377618416,provo,pretrain,3,,
3,6,astronomer,29.57874455287208,5.971419596347353,12.525066414937966,11.53358229787525,106.11884615865436,provo,pretrain,3,,
3,7,Richard,20.655525261345993,5.094989425414584,8.362067945728953,7.808051015915453,96.13268795270886,provo,pretrain,3,,
3,9,was,6.2792275138872995,1.7757918977038614,0.5865907262403942,2.080521327058801,39.06892677587746,provo,pretrain,3,,
3,10,observing,32.553150983380775,5.258646345145228,12.933727732557568,11.812891664654115,100.4124700409712,provo,pretrain,3,,
3,11,the,4.792024298632953,1.509236914669519,0.2494042185115379,1.5847682968999388,31.93595662877354,provo,pretrain,3,,
3,12,interesting,42.467839085076434,5.461502527086804,20.454405438924155,16.224038839386807,101.839064070392,provo,pretrain,3,,
3,13,sunspot,23.134197286769908,4.793808427427251,10.780753688062315,8.359075234968623,97.55928198212963,provo,pretrain,3,,
3,14,group,21.39912686897317,4.921532690131207,7.570934553808495,8.169212372354592,91.85290586444653,provo,pretrain,3,,
3,15,through,36.766893426601435,4.055228995269595,19.409563752353343,12.33269399074409,104.69225212923357,provo,pretrain,3,,
3,16,his,9.253633944395997,1.9240957730685564,3.0505620351457567,2.6328112985293983,47.628490952402174,provo,pretrain,3,,
3,17,telescope,19.416189248634037,4.2567785351374745,12.948459181924362,6.879832576469072,84.71993571734258,provo,pretrain,3,,
3,18,when,8.510032336768822,2.2350765866086224,2.168311900845497,2.9201370972853016,47.628490952402174,provo,pretrain,3,,
3,19,he,5.783493108802517,1.8401440198334755,1.353171702549525,1.9075351633437936,39.06892677587746,provo,pretrain,3,,
3,20,saw,8.510032336768822,2.1664778777394904,3.0576549552112504,2.6644551089650705,51.908273040664525,provo,pretrain,3,,
3,21,what,12.475907577447082,2.480398635945376,2.8896073105826297,3.507868136443851,63.3210252760308,provo,pretrain,3,,
3,22,he,3.800555488463385,1.1900895881688425,-0.1183364064225216,1.321069876602671,24.802986481669613,provo,pretrain,3,,
3,23,described,30.322346160499254,4.740889423442492,18.93542932643688,10.657681625015847,100.4124700409712,provo,pretrain,3,,
3,24,as,2.80908667829382,0.6765792532056247,-1.2984891834735182,0.5979033287794451,19.09661036398647,provo,pretrain,3,,
3,25,"""two",15.202446805413386,3.7230152480319414,5.63947785905097,5.331817369955992,74.73377751139708,provo,pretrain,3,,
3,26,patches,21.39912686897317,4.2339122988477635,8.336969920881817,7.357865072783958,87.57312377618416,provo,pretrain,3,,
3,27,of,0.3304146528699068,0.3221525907151088,-2.105445243232383,-0.2180850629884201,11.963640216882538,provo,pretrain,3,,
3,28,intensely,27.347939729990557,5.429816456799633,11.252705677035552,10.80577465785479,94.70609392328808,provo,pretrain,3,,
3,29,bright,17.43325162829491,4.108147999254355,10.879508959743418,6.043592146022377,86.14652974676336,provo,pretrain,3,,
3,30,and,5.287758703717733,1.0107529635538255,-1.1506290805697654,1.0485111893834151,36.21573871703589,provo,pretrain,3,,
3,31,white,19.416189248634037,3.791940617419498,6.395692259879764,6.479854812562175,84.71993571734258,provo,pretrain,3,,
3,32,"light""",21.894861274057952,3.1582192116760863,9.82320947922066,5.847822438793686,90.42631183502571,provo,pretrain,3,,
3,33,over,13.467376387616646,2.9612429190661493,4.496972119270671,4.438618080725087,67.60080736429316,provo,pretrain,3,,
3,34,the,10.988704362192736,2.433032860773832,6.5882923201197094,3.5255886702878274,53.33486707008532,provo,pretrain,3,,
3,35,sunspots.,23.87779889439708,4.591278906004099,14.017853284106494,8.7455516397563,93.2794998938673,provo,pretrain,3,,
4,1,He,6.527094716429691,1.595148631015146,1.4628391589467746,2.2779787041773956,34.7891446876151,provo,pretrain,4,,
4,2,jotted,26.85220532490578,4.966285181155355,9.5083929501599,10.08303002750404,94.70609392328808,provo,pretrain,4,,
4,3,a,3.304821083378604,1.178656470023987,0.1473752914155897,1.2252946103507023,24.802986481669613,provo,pretrain,4,,
4,4,note,15.94604841304056,4.588992282375129,5.77424334029535,6.405597337406466,80.44015362908023,provo,pretrain,4,,
4,5,in,5.039891501175342,1.317160529835949,0.5543997813277688,1.4425821086756514,30.509362599352755,provo,pretrain,4,,
4,6,his,6.527094716429691,1.9152759390710965,0.9488752588163818,2.2492883160490527,43.34870886413982,provo,pretrain,4,,
4,7,painstaking,37.75836223677099,4.914672819244294,14.103513934128229,13.143619372842243,98.98587601155045,provo,pretrain,4,,
4,8,record.,15.202446805413386,3.8873254887994335,6.5375506611896395,5.576529503991856,77.58696557023866,provo,pretrain,4,,
5,1,That,9.74936834948078,2.0371203124434123,4.182701199445718,3.2407943763667784,46.20189692298139,provo,pretrain,5,,
5,2,night,19.911923653718823,4.728802984260788,8.936048861798136,7.640127861870154,87.57312377618416,provo,pretrain,5,,
5,3,there,15.450314007955775,3.2892100795642865,5.979938022194669,4.7959821799119435,77.58696557023866,provo,pretrain,5,,
5,4,was,11.236571564735126,1.8496171748677843,2.550238365910545,2.866131660808421,53.33486707008532,provo,pretrain,5,,
5,5,scarcely,30.074478957956863,4.927085918944423,12.046021505899237,11.771121834879027,97.55928198212963,provo,pretrain,5,,
5,6,a,2.561219475751429,0.7575910617748853,4.199615085755743,0.7624511430449381,20.523204393407266,provo,pretrain,5,,
5,7,square,27.595806932532955,4.444934993749951,14.943206548035525,10.544607742392378,88.99971780560493,provo,pretrain,5,,
5,8,inch,14.210977995243825,2.7414003901665023,5.264098704815609,4.613291914329997,64.7476193054516,provo,pretrain,5,,
5,9,of,3.5526882859209934,1.592535346867751,1.468840860540654,1.3868890023088682,30.509362599352755,provo,pretrain,5,,
5,10,earth,14.458845197786212,3.9918568546952544,5.064405724510171,5.48455149499217,76.16037154081788,provo,pretrain,5,,
5,11,that,6.774961918972082,1.8561503852362733,2.1497611868280524,2.2914800632966155,40.49552080529824,provo,pretrain,5,,
5,12,was,11.732305969819908,2.7423803717217754,3.5045089193373555,3.455128452384398,67.60080736429316,provo,pretrain,5,,
5,13,not,8.757899539311213,2.3565942994625133,2.2708864371772526,2.8467234570745417,53.33486707008532,provo,pretrain,5,,
5,14,illuminated,30.81808056558404,4.793155106390403,12.198792091925252,10.504103665034716,100.4124700409712,provo,pretrain,5,,
5,15,by,9.253633944395997,2.667575113002579,10.363908231905604,4.223862087234992,43.34870886413982,provo,pretrain,5,,
5,16,aurora.,30.322346160499254,5.612093026080471,44.37336872747646,14.56421550266769,83.29334168792181,provo,pretrain,5,,
6,2,agree,20.159790856261218,3.81415353267236,5.283195028068862,6.465509618498005,84.71993571734258,provo,pretrain,6,,
6,3,that,12.228040374904692,2.2785224355590725,2.5202298579411475,3.093123261000309,63.3210252760308,provo,pretrain,6,,
6,4,California's,30.81808056558404,4.562859440901173,10.587062409350755,9.680098841289816,101.839064070392,provo,pretrain,6,,
6,5,"""three",25.36500210965143,4.721943113373875,10.144573319111108,8.443036811991274,97.55928198212963,provo,pretrain,6,,
6,6,strikes,20.903392463888384,4.325703904525031,7.725341967541936,6.921602406244158,93.2794998938673,provo,pretrain,6,,
6,7,and,1.321883463039475,0.5269687357672317,-1.5347379825780392,0.1810488659735236,16.243422305144897,provo,pretrain,6,,
6,8,you're,21.15125966643078,4.7977283536483455,7.955589065052578,7.327065097293238,98.98587601155045,provo,pretrain,6,,
6,9,"out""",9.005766741853606,2.0028209580088463,0.5800434154107084,2.0033104295957616,59.04124318776845,provo,pretrain,6,,
6,10,law,3.5526882859209934,1.66309401884743,0.0366166165467261,1.4282369146114804,31.93595662877354,provo,pretrain,6,,
6,11,will,16.689650020667735,4.2224791807029085,5.622563972740947,5.761751274408657,84.71993571734258,provo,pretrain,6,,
6,12,be,4.54415709609056,0.9777602511929572,-1.3012172296525542,0.9961934227964367,30.509362599352755,provo,pretrain,6,,
6,13,a,1.5697506655818645,0.8330496415309305,-1.3906971443249363,0.4574048104450599,19.09661036398647,provo,pretrain,6,,
6,14,financial,26.85220532490578,4.764082320250628,11.111392884961486,9.315984062543349,97.55928198212963,provo,pretrain,6,,
6,15,disaster,20.655525261345993,4.844767468301464,7.97686782524906,7.077711871060141,96.13268795270886,provo,pretrain,6,,
6,16,for,8.510032336768822,1.3710595153759817,0.0840846200619527,1.5467957243771324,49.05508498182295,provo,pretrain,6,,
6,17,taxpayers,26.356470919821,5.206054001678893,13.773965955700673,10.110876580687432,104.69225212923357,provo,pretrain,6,,
6,18,who,9.253633944395997,2.0864460507255025,3.752215512393828,2.7901865157628083,51.908273040664525,provo,pretrain,6,,
6,19,care,15.94604841304056,3.6165239190255742,6.565376732215807,5.1883654293142785,79.01355959965943,provo,pretrain,6,,
6,20,about,16.193915615582952,3.441433881150074,5.171345134728384,5.178661327447339,79.01355959965943,provo,pretrain,6,,
6,21,education,23.134197286769908,4.4821742928503365,10.311529745268114,8.06710834401549,90.42631183502571,provo,pretrain,6,,
6,22,and,1.0740162604970802,0.8693089590760437,0.150648946830433,0.3143747872758222,19.09661036398647,provo,pretrain,6,,
6,23,other,14.458845197786212,3.862172628880752,5.502529940863361,5.245746205570964,76.16037154081788,provo,pretrain,6,,
6,24,vital,16.441782818125343,3.6482099893127446,6.1676275993123495,5.477800815432559,80.44015362908023,provo,pretrain,6,,
6,25,services.,18.672587641006867,3.642330099981105,9.79974828208095,6.470572628167712,76.16037154081788,provo,pretrain,6,,
7,1,But,3.800555488463385,1.341660068717782,-0.4686175358107514,1.375075313079551,27.65617454051118,provo,pretrain,7,,
7,2,it's,16.689650020667735,3.6403701368705574,4.055028638266831,5.60311030475782,79.01355959965943,provo,pretrain,7,,
7,3,far,16.937517223210126,3.3623820356913603,3.996648450035459,5.505225451143475,76.16037154081788,provo,pretrain,7,,
7,4,from,12.475907577447082,2.947523177292323,4.8925388152309,4.477434488192845,61.894431246610026,provo,pretrain,7,,
7,5,clear,20.159790856261218,4.01210980683757,8.82910945157992,6.760851849230945,83.29334168792181,provo,pretrain,7,,
7,6,that,7.766430729141647,2.018500662893219,2.594432714010928,2.7918741856527105,40.49552080529824,provo,pretrain,7,,
7,7,the,13.71524359015904,3.4940262246164098,7.530013861122955,4.903149217920753,71.88058945255551,provo,pretrain,7,,
7,8,law,9.253633944395997,1.905149462999939,5.3012001328505,2.082630914421179,56.18805512892688,provo,pretrain,7,,
7,9,can,10.24510275456556,2.325234889693767,2.5775188277009047,3.517994155783267,50.48167901124374,provo,pretrain,7,,
7,10,even,22.390595679142734,3.757967923503356,11.41147796465545,7.704259317686448,81.86674765850101,provo,pretrain,7,,
7,11,be,8.757899539311213,2.2510829520114197,3.446674340341791,2.8939782139918124,47.628490952402174,provo,pretrain,7,,
7,12,credited,28.339408540160125,4.666410825241721,16.014783087160886,10.034509518169344,98.98587601155045,provo,pretrain,7,,
7,13,with,9.501501146938384,2.5509573079250547,2.526777168770835,3.353446341517772,54.76146109950609,provo,pretrain,7,,
7,14,a,3.304821083378604,1.1028712297495176,0.6416972590569223,0.9919742480716804,24.802986481669613,provo,pretrain,7,,
7,15,reduction,28.587275742702516,5.431776419910181,11.92162260013519,10.878766380593076,106.11884615865436,provo,pretrain,7,,
7,16,in,2.3133522732090377,1.0731451225728934,-0.2672877277978891,0.850631894792345,21.94979842282804,provo,pretrain,7,,
7,17,crime,19.911923653718823,4.073521984301364,8.934957643326523,7.189520001266182,80.44015362908023,provo,pretrain,7,,
7,18,in,3.800555488463385,1.2907010278435695,2.0133588778762492,1.06834131058977,29.082768569931964,provo,pretrain,7,,
7,19,California.,18.424720438464476,3.65670316279178,14.074051035394636,6.185356416774187,80.44015362908023,provo,pretrain,7,,
8,2,While,11.484438767277515,2.5679436548831256,2.507135236281775,3.8825308520022097,57.614649158347675,provo,pretrain,8,,
8,3,it's,14.210977995243825,3.2006850790712633,5.005479927042991,4.569834414665007,71.88058945255551,provo,pretrain,8,,
8,5,that,8.014297931684037,2.1537381175209367,1.676172370147393,2.38852108196601,53.33486707008532,provo,pretrain,8,,
8,6,crime,15.94604841304056,3.474099932992518,7.801181651319139,5.349959821272444,71.88058945255551,provo,pretrain,8,,
8,7,declined,19.664056451176428,4.60238536363053,10.627983102036294,7.221163811701855,88.99971780560493,provo,pretrain,8,,
8,8,in,4.29628989354817,1.4125454012158851,-0.473528018933016,1.2105274988140566,33.362550658194316,provo,pretrain,8,,
8,9,California,28.339408540160125,3.659316446939175,11.187778177974494,8.087360382694321,101.839064070392,provo,pretrain,8,,
8,10,last,7.022829121514475,2.1468782466340235,2.585157357002206,2.4273374894337674,49.05508498182295,provo,pretrain,8,,
8,11,"year,",9.74936834948078,2.0387536150355343,2.0231798441207793,2.683019477753998,53.33486707008532,provo,pretrain,8,,
8,12,crime,16.689650020667735,4.084301781409371,5.6274744558632115,6.701783403084356,80.44015362908023,provo,pretrain,8,,
8,13,also,18.672587641006867,3.928158053602489,6.931480529442444,6.66760808781383,84.71993571734258,provo,pretrain,8,,
8,14,dropped,30.322346160499254,5.217813780342173,12.921724329369807,12.052118871547798,97.55928198212963,provo,pretrain,8,,
8,15,nationwide,31.313814970668822,5.843042012606549,30.542720208999476,14.120358321623325,98.98587601155045,provo,pretrain,8,,
9,2,was,25.11713490710904,3.4914129404690137,9.20503421505109,7.911420796671983,86.14652974676336,provo,pretrain,9,,
9,3,in,16.441782818125343,3.325796057627824,5.410867589247749,5.493833679386634,74.73377751139708,provo,pretrain,9,,
9,4,a,6.2792275138872995,1.5944953099782977,2.219053559775568,2.3357813979065565,37.64233274645668,provo,pretrain,9,,
9,5,bad,13.219509185074257,3.061854358740877,7.41543592160344,4.156355291638892,70.45399542313473,provo,pretrain,9,,
9,6,"temper,",13.71524359015904,2.3784805541969507,4.812879866803047,3.6643995187323095,63.3210252760308,provo,pretrain,9,,
9,7,for,7.022829121514475,2.309555184809394,1.3438963455408022,2.6758468807219127,43.34870886413982,provo,pretrain,9,,
9,8,she,12.723774779989473,3.2349844335058293,3.74021210920607,4.109100534721621,71.88058945255551,provo,pretrain,9,,
9,9,was,11.9801731723623,2.5571638577751186,3.43521654638984,3.468207894031142,63.3210252760308,provo,pretrain,9,,
9,10,mixing,19.16832204609165,3.609337387620236,5.619290317326103,5.92461141878425,87.57312377618416,provo,pretrain,9,,
9,11,the,4.29628989354817,1.300500843396303,-0.5248152870988925,1.221075435625946,31.93595662877354,provo,pretrain,9,,
9,12,Christmas,25.11713490710904,4.613165160738537,10.554325855202322,8.445990234298602,96.13268795270886,provo,pretrain,9,,
9,13,puddings,21.64699407151556,5.2762860131401474,8.274770467999797,8.205497274987495,100.4124700409712,provo,pretrain,9,,
9,14,in,1.0740162604970802,0.7174118180086793,-1.2499299614866768,0.4477007085781208,14.816828275724111,provo,pretrain,9,,
9,15,the,8.014297931684037,2.3281748343595874,2.6719092254955528,2.649266079955948,50.48167901124374,provo,pretrain,9,,
9,16,"kitchen,",17.43325162829491,3.9683372973686946,7.273577520293565,5.438562490492325,87.57312377618416,provo,pretrain,9,,
9,17,and,1.321883463039475,0.5125956729565564,-2.002870706900626,0.1861118756432302,14.816828275724111,provo,pretrain,9,,
9,18,had,10.988704362192736,2.92596358307631,2.622258785037096,3.5821256115995617,66.17421333487238,provo,pretrain,9,,
9,19,been,15.202446805413386,2.877291165831069,3.994466013092231,4.3559222561198645,70.45399542313473,provo,pretrain,9,,
9,20,drawn,21.894861274057952,4.152573829760078,8.33096821928794,7.868807131951944,84.71993571734258,provo,pretrain,9,,
9,21,from,22.390595679142734,3.284963492824769,12.07002831227475,7.470517037934951,83.29334168792181,provo,pretrain,9,,
9,22,"them,",19.664056451176428,3.75306801572699,9.955246914286006,6.3942055656496235,84.71993571734258,provo,pretrain,9,,
9,23,with,16.193915615582952,3.020041812382549,9.78992731583642,5.479066567849985,66.17421333487238,provo,pretrain,9,,
9,24,a,7.270696324056865,2.0034742790456948,1.6270675389247442,2.342110159993691,44.77530289356059,provo,pretrain,9,,
9,25,raisin,28.339408540160125,4.7206364713001765,16.28704209582868,10.33786818087932,96.13268795270886,provo,pretrain,9,,
9,26,still,19.16832204609165,4.859467191630563,8.51483853175497,7.52831973166411,87.57312377618416,provo,pretrain,9,,
9,27,on,6.031360311344908,1.9623150537242156,3.875523199686259,2.0961322735403995,40.49552080529824,provo,pretrain,9,,
9,28,her,9.005766741853606,2.0492067516251167,2.183043350212293,2.6669866137999243,49.05508498182295,provo,pretrain,9,,
9,29,"cheek,",12.475907577447082,3.2415176438743183,5.594192292478972,4.065643035056631,73.30718348197631,provo,pretrain,9,,
9,30,by,4.29628989354817,1.5696691105780405,0.4676479128344217,1.7307517423765058,27.65617454051118,provo,pretrain,9,,
9,31,Nana's,25.86073651473621,5.043377063503524,13.049942499784503,9.668707069532974,98.98587601155045,provo,pretrain,9,,
9,32,absurd,21.894861274057952,5.551334169653526,10.577787052342032,9.134981466851304,94.70609392328808,provo,pretrain,9,,
9,33,suspicions.,28.587275742702516,5.4072768810283485,14.638756594455096,11.414601570637124,97.55928198212963,provo,pretrain,9,,
10,1,She,2.80908667829382,1.0662852516859802,-1.2357441213556886,0.6848183281094231,26.229580511090404,provo,pretrain,10,,
10,2,thought,26.85220532490578,5.082576325714456,11.877973861270611,9.767857675564745,96.13268795270886,provo,pretrain,10,,
10,3,the,9.005766741853606,1.85811034834682,0.6373323851704651,2.09992953079268,56.18805512892688,provo,pretrain,10,,
10,4,best,12.228040374904692,3.4166076817498174,3.920808766258258,4.617089171582278,69.02740139371394,provo,pretrain,10,,
10,5,way,17.43325162829491,3.086680558141134,7.582937956996254,4.844080771774165,81.86674765850101,provo,pretrain,10,,
10,6,of,4.54415709609056,1.215242448087524,4.142326115995985,1.017289296420218,34.7891446876151,provo,pretrain,10,,
10,7,getting,18.672587641006867,4.438401783381462,7.326501616166865,6.261301561819801,96.13268795270886,provo,pretrain,10,,
10,8,a,-1.4046557649268347,0.2110880144507989,-2.525564354803935,-0.5357889197625685,4.830670069778606,provo,pretrain,10,,
10,9,little,17.6811188308373,4.891806582954583,6.140892746757796,6.489136996956639,96.13268795270886,provo,pretrain,10,,
10,10,quiet,15.202446805413386,3.659969767976024,4.395488801410531,5.130984653057593,80.44015362908023,provo,pretrain,10,,
10,11,was,7.270696324056865,2.235403247127046,1.5212193471781452,2.7838577536756732,44.77530289356059,provo,pretrain,10,,
10,12,to,5.287758703717733,1.7365926354929286,1.066181244514932,1.6805435631519057,39.06892677587746,provo,pretrain,10,,
10,13,take,15.202446805413386,4.5132070421006585,7.18846247950764,5.804786856601171,84.71993571734258,provo,pretrain,10,,
10,14,Nana,9.99723555202317,2.787132862745924,2.5398717904302077,3.498585952049387,60.46783721718923,provo,pretrain,10,,
10,15,to,2.80908667829382,0.918961357876558,-1.3912427535607428,0.6118266053711405,24.802986481669613,provo,pretrain,10,,
10,16,the,9.501501146938384,2.549977326369781,2.9512611542288445,3.224761512412705,56.18805512892688,provo,pretrain,10,,
10,17,nursery,17.18538442575252,3.819053440448726,6.569741606102264,5.545729528501135,83.29334168792181,provo,pretrain,10,,
10,18,for,3.304821083378604,1.2498684630405148,-0.6088391094132044,0.8793222829206879,30.509362599352755,provo,pretrain,10,,
10,19,a,0.0825474503275174,0.5119423519197075,-1.421796870765948,0.0122818769832724,11.963640216882538,provo,pretrain,10,,
10,20,"moment,",17.92898603337969,3.6436367420548024,8.739629536907541,5.64277054717053,84.71993571734258,provo,pretrain,10,,
10,21,but,5.287758703717733,1.1358639421103858,-0.2776543032782275,1.555234073826644,30.509362599352755,provo,pretrain,10,,
10,22,in,9.253633944395997,2.660715242115666,2.626623658923554,3.3255997883343795,56.18805512892688,provo,pretrain,10,,
10,23,custody,31.561682173211217,4.455061469821109,12.420309441662983,10.692700775231325,94.70609392328808,provo,pretrain,10,,
10,24,of,3.800555488463385,1.0819649565703533,-0.232914345942035,1.1687576690389694,24.802986481669613,provo,pretrain,10,,
10,25,course.,33.048885388465564,5.083882967788153,31.254194652492075,14.51105390113576,97.55928198212963,provo,pretrain,10,,
11,2,Darling,37.75836223677099,4.752322541587348,15.031049635000484,13.388753424350586,100.4124700409712,provo,pretrain,11,,
11,3,quivered,31.561682173211217,5.959006496647225,14.885917578275766,12.96008527231535,100.4124700409712,provo,pretrain,11,,
11,4,and,5.287758703717733,1.5562760293226383,0.767732992528388,1.413891720547309,37.64233274645668,provo,pretrain,11,,
11,5,went,15.69818121049817,3.8461662634779543,6.454072448111135,5.477378897960084,80.44015362908023,provo,pretrain,11,,
11,6,to,6.031360311344908,1.8956763079656305,1.016530804056476,1.957321425095918,43.34870886413982,provo,pretrain,11,,
